purpose_id,organ,element,state,ingredient_id,strength,priority,rationale
P_脾_熱_過剰,脾,熱,過剰,I145,3,2,脾熱過剰への作用(ネギ)
P_腎_熱_不足,腎,熱,不足,I145,3,2,腎熱不足への作用(ネギ)
P_腎_熱_過剰,腎,熱,過剰,I145,3,2,腎熱過剰への作用(ネギ)
P_肝_血_停滞,肝,血,停滞,I146,3,2,肝血停滞への作用(海苔)
P_肝_水_不足,肝,水,不足,I146,3,2,肝水不足への作用(海苔)
P_肝_水_停滞,肝,水,停滞,I146,3,2,肝水停滞への作用(海苔)
P_肝_熱_過剰,肝,熱,過剰,I146,3,2,肝熱過剰への作用(海苔)
P_心_血_停滞,心,血,停滞,I146,3,2,心血停滞への作用(海苔)
P_心_水_不足,心,水,不足,I146,3,2,心水不足への作用(海苔)
P_心_水_停滞,心,水,停滞,I146,3,2,心水停滞への作用(海苔)
P_心_熱_過剰,心,熱,過剰,I146,3,2,心熱過剰への作用(海苔)
P_脾_血_停滞,脾,血,停滞,I146,3,2,脾血停滞への作用(海苔)
P_脾_水_不足,脾,水,不足,I146,3,2,脾水不足への作用(海苔)
P_脾_水_停滞,脾,水,停滞,I146,3,2,脾水停滞への作用(海苔)
P_脾_熱_過剰,脾,熱,過剰,I146,3,2,脾熱過剰への作用(海苔)
P_肺_血_停滞,肺,血,停滞,I146,3,2,肺血停滞への作用(海苔)
P_肺_水_不足,肺,水,不足,I146,3,2,肺水不足への作用(海苔)
P_肺_水_停滞,肺,水,停滞,I146,3,2,肺水停滞への作用(海苔)
P_肺_熱_過剰,肺,熱,過剰,I146,3,2,肺熱過剰への作用(海苔)
P_腎_血_停滞,腎,血,停滞,I146,3,2,腎血停滞への作用(海苔)
P_腎_水_不足,腎,水,不足,I146,3,2,腎水不足への作用(海苔)
P_腎_水_停滞,腎,水,停滞,I146,3,2,腎水停滞への作用(海苔)
P_腎_熱_過剰,腎,熱,過剰,I146,3,2,腎熱過剰への作用(海苔)
P_脾_気_不足,脾,気,不足,I147,3,2,脾気不足への作用(パイナップル)
P_脾_水_不足,脾,水,不足,I147,3,2,脾水不足への作用(パイナップル)
P_脾_水_停滞,脾,水,停滞,I147,3,2,脾水停滞への作用(パイナップル)
P_脾_熱_過剰,脾,熱,過剰,I147,3,2,脾熱過剰への作用(パイナップル)
P_脾_熱_過剰,脾,熱,過剰,I148,3,2,脾熱過剰への作用(白菜)
P_脾_気_不足,脾,気,不足,I149,3,2,脾気不足への作用(白砂糖)
P_脾_水_不足,脾,水,不足,I149,3,2,脾水不足への作用(白砂糖)
P_脾_気_不足,脾,気,不足,I150,3,2,脾気不足への作用(パクチー（香菜）)
P_脾_熱_不足,脾,熱,不足,I150,3,2,脾熱不足への作用(パクチー（香菜）)
P_肺_気_不足,肺,気,不足,I150,3,2,肺気不足への作用(パクチー（香菜）)
P_肺_熱_不足,肺,熱,不足,I150,3,2,肺熱不足への作用(パクチー（香菜）)
P_腎_気_不足,腎,気,不足,I150,3,2,腎気不足への作用(パクチー（香菜）)
P_腎_熱_不足,腎,熱,不足,I150,3,2,腎熱不足への作用(パクチー（香菜）)
P_脾_気_不足,脾,気,不足,I151,3,2,脾気不足への作用(ハスの実)
P_脾_気_不足,脾,気,不足,I152,3,2,脾気不足への作用(ハチミツ)
P_脾_水_停滞,脾,水,停滞,I153,3,2,脾水停滞への作用(ハトムギ)
P_肝_熱_過剰,肝,熱,過剰,I154,3,2,肝熱過剰への作用(バナナ)
P_心_熱_過剰,心,熱,過剰,I154,3,2,心熱過剰への作用(バナナ)
P_肺_水_不足,肺,水,不足,I155,3,2,肺水不足への作用(馬肉)
P_腎_水_不足,腎,水,不足,I155,3,2,腎水不足への作用(馬肉)
P_脾_熱_不足,脾,熱,不足,I156,3,2,脾熱不足への作用(パプリカ)
P_脾_水_停滞,脾,水,停滞,I157,3,2,脾水停滞への作用(ハマグリ)
P_肺_水_停滞,肺,水,停滞,I157,3,2,肺水停滞への作用(ハマグリ)
P_腎_水_停滞,腎,水,停滞,I157,3,2,腎水停滞への作用(ハマグリ)
P_脾_気_不足,脾,気,不足,I158,3,2,脾気不足への作用(ハム)
P_脾_水_停滞,脾,水,停滞,I159,3,2,脾水停滞への作用(ハモ)
P_脾_血_不足,脾,血,不足,I160,3,2,脾血不足への作用(ピーナッツ)
P_脾_熱_不足,脾,熱,不足,I161,3,2,脾熱不足への作用(ピーマン)
P_脾_熱_不足,脾,熱,不足,I162,3,2,脾熱不足への作用(羊肉)
P_腎_熱_不足,腎,熱,不足,I162,3,2,腎熱不足への作用(羊肉)
P_肺_水_不足,肺,水,不足,I163,3,2,肺水不足への作用(ひまわりの種)
P_腎_水_不足,腎,水,不足,I163,3,2,腎水不足への作用(ひまわりの種)
P_肺_水_不足,肺,水,不足,I164,3,2,肺水不足への作用(ビワ)
P_腎_水_不足,腎,水,不足,I164,3,2,腎水不足への作用(ビワ)
P_脾_熱_不足,脾,熱,不足,I165,3,2,脾熱不足への作用(フェンネル)
P_脾_水_停滞,脾,水,停滞,I166,3,2,脾水停滞への作用(フグ)
P_肺_水_停滞,肺,水,停滞,I166,3,2,肺水停滞への作用(フグ)
P_腎_水_停滞,腎,水,停滞,I166,3,2,腎水停滞への作用(フグ)
P_肺_水_不足,肺,水,不足,I167,3,2,肺水不足への作用(豚肉)
P_腎_水_不足,腎,水,不足,I167,3,2,腎水不足への作用(豚肉)
P_脾_気_不足,脾,気,不足,I168,3,2,脾気不足への作用(豚の胃袋)
P_心_血_不足,心,血,不足,I169,3,2,心血不足への作用(豚のハツ)
P_脾_気_不足,脾,気,不足,I170,3,2,脾気不足への作用(豚の骨)
P_肺_気_不足,肺,気,不足,I170,3,2,肺気不足への作用(豚の骨)
P_肝_血_不足,肝,血,不足,I171,3,2,肝血不足への作用(豚レバー)
P_心_血_不足,心,血,不足,I171,3,2,心血不足への作用(豚レバー)
P_肝_血_不足,肝,血,不足,I172,3,2,肝血不足への作用(ブドウ)
P_心_血_不足,心,血,不足,I172,3,2,心血不足への作用(ブドウ)
P_脾_気_不足,脾,気,不足,I173,3,2,脾気不足への作用(ブロッコリー)
P_脾_気_不足,脾,気,不足,I174,3,2,脾気不足への作用(ヘーゼルナッツ)
P_脾_水_不足,脾,水,不足,I174,3,2,脾水不足への作用(ヘーゼルナッツ)
P_肝_血_不足,肝,血,不足,I175,3,2,肝血不足への作用(ホウレンソウ)
P_心_血_不足,心,血,不足,I175,3,2,心血不足への作用(ホウレンソウ)
P_脾_水_不足,脾,水,不足,I176,3,2,脾水不足への作用(ホタテ)
P_肝_気_停滞,肝,気,停滞,I177,3,2,肝気停滞への作用(マイカイカ（玫瑰花）)
P_脾_気_停滞,脾,気,停滞,I177,3,2,脾気停滞への作用(マイカイカ（玫瑰花）)
P_肺_気_停滞,肺,気,停滞,I177,3,2,肺気停滞への作用(マイカイカ（玫瑰花）)
P_脾_熱_不足,脾,熱,不足,I178,3,2,脾熱不足への作用(マス)
P_肝_気_停滞,肝,気,停滞,I179,3,2,肝気停滞への作用(マスタード)
P_肝_熱_不足,肝,熱,不足,I179,3,2,肝熱不足への作用(マスタード)
P_脾_気_停滞,脾,気,停滞,I179,3,2,脾気停滞への作用(マスタード)
P_脾_熱_不足,脾,熱,不足,I179,3,2,脾熱不足への作用(マスタード)
P_肺_気_停滞,肺,気,停滞,I179,3,2,肺気停滞への作用(マスタード)
P_肺_熱_不足,肺,熱,不足,I179,3,2,肺熱不足への作用(マスタード)
P_腎_気_停滞,腎,気,停滞,I179,3,2,腎気停滞への作用(マスタード)
P_腎_熱_不足,腎,熱,不足,I179,3,2,腎熱不足への作用(マスタード)
P_肺_水_不足,肺,水,不足,I180,3,2,肺水不足への作用(松の実)
P_腎_水_不足,腎,水,不足,I180,3,2,腎水不足への作用(松の実)
P_脾_気_不足,脾,気,不足,I181,3,2,脾気不足への作用(マナガツオ)
P_肝_熱_過剰,肝,熱,過剰,I182,3,2,肝熱過剰への作用(マンゴー)
P_心_熱_過剰,心,熱,過剰,I182,3,2,心熱過剰への作用(マンゴー)
P_脾_気_停滞,脾,気,停滞,I183,3,2,脾気停滞への作用(ミカン)
P_肝_熱_過剰,肝,熱,過剰,I184,3,2,肝熱過剰への作用(味噌)
P_心_熱_過剰,心,熱,過剰,I184,3,2,心熱過剰への作用(味噌)
P_肝_血_停滞,肝,血,停滞,I185,3,2,肝血停滞への作用(ミツバ)
P_肝_熱_不足,肝,熱,不足,I185,3,2,肝熱不足への作用(ミツバ)
P_肝_熱_過剰,肝,熱,過剰,I185,3,2,肝熱過剰への作用(ミツバ)
P_心_血_停滞,心,血,停滞,I185,3,2,心血停滞への作用(ミツバ)
P_心_熱_不足,心,熱,不足,I185,3,2,心熱不足への作用(ミツバ)
P_心_熱_過剰,心,熱,過剰,I185,3,2,心熱過剰への作用(ミツバ)
P_脾_血_停滞,脾,血,停滞,I185,3,2,脾血停滞への作用(ミツバ)
P_脾_熱_不足,脾,熱,不足,I185,3,2,脾熱不足への作用(ミツバ)
P_脾_熱_過剰,脾,熱,過剰,I185,3,2,脾熱過剰への作用(ミツバ)
P_腎_血_停滞,腎,血,停滞,I185,3,2,腎血停滞への作用(ミツバ)
P_腎_熱_不足,腎,熱,不足,I185,3,2,腎熱不足への作用(ミツバ)
P_腎_熱_過剰,腎,熱,過剰,I185,3,2,腎熱過剰への作用(ミツバ)
P_脾_気_停滞,脾,気,停滞,I186,3,2,脾気停滞への作用(ミョウガ)
P_脾_熱_不足,脾,熱,不足,I186,3,2,脾熱不足への作用(ミョウガ)
P_脾_熱_過剰,脾,熱,過剰,I186,3,2,脾熱過剰への作用(ミョウガ)
P_肝_気_停滞,肝,気,停滞,I187,3,2,肝気停滞への作用(ミント（薄荷）)
P_脾_気_停滞,脾,気,停滞,I187,3,2,脾気停滞への作用(ミント（薄荷）)
P_肺_気_停滞,肺,気,停滞,I187,3,2,肺気停滞への作用(ミント（薄荷）)
P_肺_水_不足,肺,水,不足,I188,3,2,肺水不足への作用(ムール貝)
P_腎_水_不足,腎,水,不足,I188,3,2,腎水不足への作用(ムール貝)
P_肝_熱_過剰,肝,熱,過剰,I189,3,2,肝熱過剰への作用(メロン)
P_心_熱_過剰,心,熱,過剰,I189,3,2,心熱過剰への作用(メロン)
P_脾_気_不足,脾,気,不足,I190,3,2,脾気不足への作用(もち・もち米)
P_脾_気_不足,脾,気,不足,I191,3,2,脾気不足への作用(モモ)
P_脾_気_停滞,脾,気,停滞,I192,3,2,脾気停滞への作用(ユズ)
P_脾_熱_過剰,脾,熱,過剰,I193,3,2,脾熱過剰への作用(湯葉)
P_肺_水_不足,肺,水,不足,I194,3,2,肺水不足への作用(ゆり根)
P_腎_水_不足,腎,水,不足,I194,3,2,腎水不足への作用(ゆり根)
P_脾_熱_不足,脾,熱,不足,I195,3,2,脾熱不足への作用(ヨモギ)
P_腎_熱_不足,腎,熱,不足,I195,3,2,腎熱不足への作用(ヨモギ)
P_脾_血_不足,脾,血,不足,I196,3,2,脾血不足への作用(ライチ)
P_肝_気_停滞,肝,気,停滞,I197,3,2,肝気停滞への作用(ラッキョウ)
P_脾_気_停滞,脾,気,停滞,I197,3,2,脾気停滞への作用(ラッキョウ)
P_肺_気_停滞,肺,気,停滞,I197,3,2,肺気停滞への作用(ラッキョウ)
P_心_血_不足,心,血,不足,I198,3,2,心血不足への作用(竜眼肉（りゅうがんにく）)
P_肝_熱_過剰,肝,熱,過剰,I199,3,2,肝熱過剰への作用(緑豆（りょくず、りょくとう）)
P_心_熱_過剰,心,熱,過剰,I199,3,2,心熱過剰への作用(緑豆（りょくず、りょくとう）)
P_肝_熱_過剰,肝,熱,過剰,I200,3,2,肝熱過剰への作用(リンゴ)
P_心_熱_過剰,心,熱,過剰,I200,3,2,心熱過剰への作用(リンゴ)
P_脾_水_停滞,脾,水,停滞,I201,3,2,脾水停滞への作用(レタス)
P_肺_水_停滞,肺,水,停滞,I201,3,2,肺水停滞への作用(レタス)
P_腎_水_停滞,腎,水,停滞,I201,3,2,腎水停滞への作用(レタス)
P_肺_水_不足,肺,水,不足,I202,3,2,肺水不足への作用(レモン)
P_腎_水_不足,腎,水,不足,I202,3,2,腎水不足への作用(レモン)
P_脾_血_不足,脾,血,不足,I203,3,2,脾血不足への作用(レンコン)
P_脾_水_不足,脾,水,不足,I203,3,2,脾水不足への作用(レンコン)
P_脾_熱_過剰,脾,熱,過剰,I203,3,2,脾熱過剰への作用(レンコン)
